"zipcode","city","list","list_number","firstname","lastname","gender","position","party","cumuls_2017","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","cumuleo_url"
4910,"Theux","PS PLUS",,"Aurélie","KAYE","F",2,,,,,,,,,,,,,,,,,
1380,"Lasne","ECOLO",,"Michel","KAYE","M",23,,,,,,,,,,,,,,,,,
7000,"Mons","PS",,"Samy","KAYEMBE KALUNGA","M",19,"PS","5","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14536-samy-kayembe-kalunga.php"
4040,"Herstal","MR",,"Christian","KAYENBERGH","M",19,,,,,,,,,,,,,,,,,
6720,"Habay","Vouloir",,"Béatrice","KAYL","F",9,,,,,,,,,,,,,,,,,
4960,"Malmedy","PS PLUS",,"Ersel","KAYNAK","M",1,"PS","11","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13153-ersel-kaynak.php"
,"Berchem","LBR",13,"Gladys","Kazadi",,2,,,,,,,,,,,,,,,,,
7100,"La Louvière","PS",,"Özlem","KAZANCI","F",32,,,,,,,,,,,,,,,,,
6200,"Châtelet","MR",,"Amaliya","KAZARYAN","F",18,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","CDH-CD&V+",1,"Ibrahim","Kebe",,9,,,,,,,,,,,,,,,,,
1160,"Auderghem","Liste du Bourgmestre",4,"Alan","Keepen",,23,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","BRAINE",,"Christine","KEIGHEL-EECKHOUDT","F",14,,,,,,,,,,,,,,,,,
5140,"Sombreffe","CI-LdB",,"Catherine","KEIMEUL-PUTTENEERS","F",2,,,,,,,,,,,,,,,,,
6000,"Charleroi","PTB",,"Pauline","KEISER","F",47,,,,,,,,,,,,,,,,,
7300,"Boussu","RC",,"David","KEJNICH","M",20,,,,,,,,,,,,,,,,,
5030,"Gembloux","PS",,"José","KEKENBOSCH","M",20,,,,,,,,,,,,,,,,,
4610,"Beyne-Heusay","CDH-ECOLO+",,"Christine","KELDERS","F",13,,,,,,,,,,,,,,,,,
4470,"Saint-Georges-sur-Meuse","ENSEMBLE",,"Dilek","KELLECI","F",6,,,,,,,,,,,,,,,,,
6840,"Neufchâteau","AGIR ENSEMBLE",,"Christian","KELLEN","M",7,,,,,,,,,,,,,,,,,
5070,"Fosses-la-Ville","PS",,"Didier","KELLERMANN","M",9,,,,,,,,,,,,,,,,,
6220,"Fleurus","E+",,"Jérôme","KEMAYOU","M",9,,,,,,,,,,,,,,,,,
7060,"Soignies","ECOLO",,"Corinne","KEMBLE","F",26,,,,,,,,,,,,,,,,,
1160,"Auderghem","PS",5,"Achilleas","Kemos",,24,,,,,,,,,,,,,,,,,
4800,"Verviers","PP",,"Philippe","KEMPENAER","M",25,,,,,,,,,,,,,,,,,
4610,"Beyne-Heusay","CDH-ECOLO+",,"Cédric","KEMPENEERS","M",4,,,,,,,,,,,,,,,,,
4877,"Olne","ECOLO",,"Dorian","KEMPENEERS","M",1,"Ecolo","6","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13154-dorian-kempeneers.php"
1150,"Woluwe-Saint-Pierre","OPEN MR",12,"Isabelle","KEMPENEERS",,13,,,,,,,,,,,,,,,,,
1170,"Watermael-Boitsfort","MR-GM",12,"Jeannine","Kempeneers",,16,,,,,,,,,,,,,,,,,
6590,"Momignies","MR-PS",,"Fabienne","KEMPKENS-BROUSMICHE","F",8,,,,,,,,,,,,,,,,,
1070,"Anderlecht","PTB*PVDA",9,"Brigitte","Kenfack Dongmo",,24,,,,,,,,,,,,,,,,,
6630,"Martelange","U.C.",,"Thierry","KENLER","M",9,,,,,,,,,,,,,,,,,
7380,"Quiévrain","UPQ",,"Kathleen","KENMOGNE","F",10,,,,,,,,,,,,,,,,,
7600,"Péruwelz","AC - Action Citoyenne",,"Geneviève","KENSIER","F",2,,,,,,,,,,,,,,,,,
1050,"Ixelles","OBJECTIF XL",1,"Geoffroy","Kensier",,1,,,,,,,,,,,,,,,,,
1190,"Forest","CDH",1,"Rabah","KENZI",,31,,,,,,,,,,,,,,,,,
7370,"Dour","ECOLO",,"Mohamed","KERAI","M",1,,,,,,,,,,,,,,,,,
7300,"Boussu","JEXISTE",,"Sandrine","KERAÏ","F",18,,,,,,,,,,,,,,,,,
5070,"Fosses-la-Ville","ECOLO",,"Caroline","KERBUSCH","F",5,,,,,,,,,,,,,,,,,
5060,"Sambreville","DEFI",,"Philippe","KERBUSCH","M",1,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","INT. BRAINOIS",,"Pierre","KERBUSCH","M",15,,,,,,,,,,,,,,,,,
4000,"Liège","PP",,"Luc","KERCKHOFS","M",13,,,,,,,,,,,,,,,,,
4600,"Visé","MR",,"Frédérique","KERF","F",19,,,,,,,,,,,,,,,,,
6700,"Arlon","ARLON 2030",,"Marc","KERGER","M",15,,,,,,,,,,,,,,,,,
6630,"Martelange","MVE",,"Rolande","KERGER","F",8,,,,,,,,,,,,,,,,,
4630,"Soumagne","PS-ID",,"Jean-Marie","KERIS","M",3,"cdH","4","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13155-jean-marie-keris.php"
4160,"Anthisnes","CiM",,"Pascale","KERKENEERS","F",14,,,,,,,,,,,,,,,,,
7100,"La Louvière","ECOLO",,"Nicolas","KERMER","M",25,,,,,,,,,,,,,,,,,
4430,"Ans","PS",,"Christophe","KERSTEENS","M",11,"PS","8","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/4796-christophe-kersteens.php"
4190,"Ferrières","Envie Commune",,"Paul","KERSTEN","M",11,,,,,,,,,,,,,,,,,
6940,"Durbuy","Comm1Passion",,"Roch","KERSTEN","M",4,,,,,,,,,,,,,,,,,
7740,"Pecq","Community",,"Peggy","KERTEUX","F",4,,,,,,,,,,,,,,,,,
1315,"Incourt","ECOLO",,"Emmanuel","KERVYN de MEERENDRE","M",10,,,,,,,,,,,,,,,,,
4800,"Verviers","PP",,"Carine","KERZMANN","F",12,,,,,,,,,,,,,,,,,
4250,"Geer","IC",,"Evelyne","KERZMANN","F",8,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","PluS",,"Nurgül","KESKIN","F",17,,,,,,,,,,,,,,,,,
4860,"Pepinster","PEPIN",,"Özlem Ipek","KESKIN","F",8,,,,,,,,,,,,,,,,,
7100,"La Louvière","MR-IC",,"Bérengère","KESSE","F",4,,,,,,,,,,,,,,,,,
7100,"La Louvière","CUM LUPIS",,"Guillaume","KESSE","M",22,,,,,,,,,,,,,,,,,
4218,"Héron","ECOLO OuVert",,"Marie","KESSELER","F",16,,,,,,,,,,,,,,,,,
4850,"Plombières","OCP",,"Sébastien","KESSELS","M",12,,,,,,,,,,,,,,,,,
1140,"Evere","MR",12,"Dominique","Kesteloot",,27,,,,,,,,,,,,,,,,,
7880,"Flobecq","FLOBECQ-VIVA",,"Véronique","KESTELOOT","F",2,"PS","3","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/4785-veronique-kesteloot.php"
1200,"Woluwe-Saint-Lambert","WolHu",1,"Benoit","Kesteman",,13,,,,,,,,,,,,,,,,,
7600,"Péruwelz","AC - Action Citoyenne",,"Dominique","KESTEMAN","M",15,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","CDH-CD&V+",1,"Françoise","Kesteman",,12,,,,,,,,,,,,,,,,,
5300,"Andenne","MR",,"Marine","KESTEMAN","F",15,,,,,,,,,,,,,,,,,
5540,"Hastière","En avant",,"Sylvie","KESTEMAN","F",4,,,,,,,,,,,,,,,,,
1070,"Anderlecht","DéFI",4,"Alain","Kestemont",,1,,,,,,,,,,,,,,,,,
1083,"Ganshoren","ECOLO-GROEN",2,"Bruno","Kestemont",,4,,,,,,,,,,,,,,,,,
7060,"Soignies","ECOLO",,"Philippe","KESTEMONT","M",9,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","CDH-CD&V+",1,"Kadima","Ketia",,24,,,,,,,,,,,,,,,,,
1140,"Evere","MR",12,"Luc","Kéts",,9,,,,,,,,,,,,,,,,,
4000,"Liège","PVC",,"Carole","KEUTGEN","F",2,,,,,,,,,,,,,,,,,
4280,"Hannut","ECOLO",,"Diane","KEVELAER","F",17,,,,,,,,,,,,,,,,,
4910,"Theux","IFR",,"Alexandra","KÉVER","F",12,,,,,,,,,,,,,,,,,
4650,"Herve","HDM",,"Christel","KEYDENER","F",24,,,,,,,,,,,,,,,,,
1357,"Hélécine","UC",,"Nathalie","KEYEN","F",6,,,,,,,,,,,,,,,,,
1081,"Koekelberg","ECOLO-GROEN",2,"Renaud","Keymeulen",,4,,,,,,,,,,,,,,,,,
1430,"Rebecq","O.C.",,"Sophie","KEYMOLEN","F",1,"MR","18","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,,"https://www.cumuleo.be/mandataire/4773-sophie-keymolen.php"
4260,"Braives","EC",,"Caroline","KEYSERS","F",14,,,,,,,,,,,,,,,,,
4100,"Seraing","PTB",,"Valérie","KEZZOU","F",20,,,,,,,,,,,,,,,,,
5330,"Assesse","Oxygène",,"Imed","KHADHRAOUI","M",15,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","MR",,"Naouri","KHALED","M",7,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","Molenbeek act",15,"Ismaïl","Khalifa",,9,,,,,,,,,,,,,,,,,
1081,"Koekelberg","LB",13,"Lamia","Khan",,4,,,,,,,,,,,,,,,,,
1081,"Koekelberg","LB",13,"Mohammad","Khansir",,23,,,,,,,,,,,,,,,,,
7300,"Boussu","RC",,"Mebarek","KHARBOUCH","M",16,,,,,,,,,,,,,,,,,
1140,"Evere","HUMANISTES EVEROIS",1,"El Hassan","Kharrat",,12,,,,,,,,,,,,,,,,,
1050,"Ixelles","ECOLO - GROEN",2,"Zakia","Khattabi",,43,,,,,,,,,,,,,,,,,
1070,"Anderlecht","PS-sp.a-cdH",5,"Mohammed","Khazri",,29,,,,,,,,,,,,,,,,,
1140,"Evere","HUMANISTES EVEROIS",1,"Mohamed","Kheddoumi",,2,,,,,,,,,,,,,,,,,
1050,"Ixelles","PS - sp.a",5,"Samy","Khelifi",,23,,,,,,,,,,,,,,,,,
7800,"Ath","MR",,"Touriya","KHOUTABI","F",12,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","Molenbeek act",15,"Otman","Khoya Hassani",,25,,,,,,,,,,,,,,,,,
4877,"Olne","ECOLO",,"Amélie","KHRONIS","F",10,,,,,,,,,,,,,,,,,
6700,"Arlon","ARLON 2030",,"Paul","KIAME","M",29,,,,,,,,,,,,,,,,,
1480,"Tubize","éB",,"Isabelle","KIBASSA-MALIBA","F",28,,,,,,,,,,,,,,,,,
6000,"Charleroi","C+",,"Maguy","KIBUKILA LUSIKILA","F",40,,,,,,,,,,,,,,,,,
6700,"Arlon","MR",,"Jonathan","KIEFFER","M",14,,,,,,,,,,,,,,,,,
1000,"Bruxelles","PLAN B",13,"Philippe","KIELBAEY",,41,,,,,,,,,,,,,,,,,
6000,"Charleroi","MR",,"Laurent","KIELEMOES","M",33,,,,,,,,,,,,,,,,,
6000,"Charleroi","ECOLO",,"Eveline","KIEVITS","F",28,,,,,,,,,,,,,,,,,
7090,"Braine-le-Comte","ECOLO",,"Marc","KIEVITS","M",7,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","CDH + Indépendant",1,"Françoise","Kilangalanga",,28,,,,,,,,,,,,,,,,,
4500,"Huy","DéFIpourHUY",,"André","KILESTE","M",19,,,,,,,,,,,,,,,,,
6000,"Charleroi","PS",,"Serdar","KILIC","M",49,"PS","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/10535-serdar-kilic.php"
4000,"Liège","DéFI",,,"KIMBADI PASU","M",11,,,,,,,,,,,,,,,,,
1480,"Tubize","DéFI",,"Anne-Marie","KIMBWALA MAKIBA","F",6,,,,,,,,,,,,,,,,,
6630,"Martelange","U.C.",,"Patricia","KIMUS-WAGNER","F",8,,,,,,,,,,,,,,,,,
6000,"Charleroi","C+",,"Mehdi","KINANA","M",17,,,,,,,,,,,,,,,,,
6791,"Aubange","CDH.com",,"François","KINARD","M",11,,,,,,,,,,,,,,,,,
4560,"Clavier","ENSEMBLE",,"Ludovic","KINDERMANS","M",8,,,,,,,,,,,,,,,,,
6180,"Courcelles","BOURGMESTRE",,"Nicolas","KINDERMANS","M",18,,,,,,,,,,,,,,,,,
4880,"Aubel","AUBELCITOYEN",,"Patricia","KINDERMANS","F",14,,,,,,,,,,,,,,,,,
,"Mont-de-l'Enclus","ACE",,"Christelle","KINDT","F",12,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","PP",,"Dany","KINDT","M",5,,,,,,,,,,,,,,,,,
6280,"Gerpinnes","CDH",,"Françoise","KINDT - DE GROOTE","F",16,,,,,,,,,,,,,,,,,
4600,"Visé","PTB",,"Bernadette","KINET","F",4,,,,,,,,,,,,,,,,,
6950,"Nassogne","DcM",,"Charline","KINET","F",16,,,,,,,,,,,,,,,,,
5000,"Namur","DéFI",,"Françoise","KINET","F",2,,,,,,,,,,,,,,,,,
5000,"Namur","DéFI",,"Marcel","KINET","M",21,,,,,,,,,,,,,,,,,
4540,"Amay","PS",,"Pascal","KINET","M",17,,,,,,,,,,,,,,,,,
4600,"Visé","MR",,"Marie-Claire","KINET-GAION","F",15,,,,,,,,,,,,,,,,,
5620,"Florennes","ECOLO",,"Linda","KINIF","F",10,,,,,,,,,,,,,,,,,
1090,"Jette","ECOLO-GROEN",2,"Nicolas","Kinnard",,23,,,,,,,,,,,,,,,,,
4287,"Lincent","MR-cdH-ECOLO",,"Yves","KINNARD","M",1,"MR","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,"https://www.cumuleo.be/mandataire/10256-yves-kinnard.php"
4460,"Grâce-Hollogne","PS",,"Muriel","KINON","F",24,,,,,,,,,,,,,,,,,
1330,"Rixensart","ECOLO",,"Alain","KINSELLA","M",11,,,,,,,,,,,,,,,,,
7700,"Mouscron","CDH",,"Sara","KINT","F",5,,,,,,,,,,,,,,,,,
5000,"Namur","DéFI",,"Sébastien","KIPS","M",17,,,,,,,,,,,,,,,,,
5000,"Namur","DéFI",,"Davut","KIR","M",9,,,,,,,,,,,,,,,,,
1210,"Saint-Josse-Ten-Noode","LB",5,"Emir","Kir",,1,"PS","9","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/11395-emir-kir.php"
4607,"Dalhem","RENOUVEAU",,"Muriel","KIRICZUK","F",15,,,,,,,,,,,,,,,,,
7700,"Mouscron","ECOLO",,"Camille","KIRITCHOUK","F",22,,,,,,,,,,,,,,,,,
6780,"Messancy","NUC",,"Christiane","KIRSCH","F",2,"cdH","6","oui","oui","oui","oui","oui","oui",,,,,,,,,"https://www.cumuleo.be/mandataire/13159-christiane-kirsch.php"
6750,"Musson","Avançons Musson",,"Jennifer","KIRSCH","F",2,,,,,,,,,,,,,,,,,
6560,"Erquelinnes","IC",,"Michel","KIRSCH","M",7,"cdH","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/4759-michel-kirsch.php"
6780,"Messancy","NUC",,"Roger","KIRSCH","M",1,"cdH","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/4758-roger-kirsch.php"
4100,"Seraing","PP",,"Sandor","KISS","M",5,,,,,,,,,,,,,,,,,
4600,"Visé","Visons DEMAIN",,"Tamas","KISS","M",21,,,,,,,,,,,,,,,,,
4850,"Plombières","@ctions",,"Eric","KISTEMANN","M",7,,,,,,,,,,,,,,,,,
4837,"Baelen","POUR",,"Pascal","KISTEMANN","M",1,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","CDH-CD&V+",1,"Jean-Yves","Kitantou",,9,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","Molenbeek act",15,"_","Kitenge Mukungu",,24,,,,,,,,,,,,,,,,,
7850,"Enghien","Ensemble Engh.",,"Stella","KITOGA BITONDO","F",20,,,,,,,,,,,,,,,,,
1435,"Mont-Saint-Guibert","Tous Ensemble",,"Violette","KLAMKA","F",16,,,,,,,,,,,,,,,,,
4630,"Soumagne","SOUM.DEMAIN",,"François","KLARZYNSKI","M",25,,,,,,,,,,,,,,,,,
4837,"Baelen","POUR",,"Marine","KLÉE","F",4,,,,,,,,,,,,,,,,,
4160,"Anthisnes","MR-CDH-IC",,"Nathalie","KLÉE","F",5,,,,,,,,,,,,,,,,,
4837,"Baelen","POUR",,"Renaud","KLÉE","M",7,,,,,,,,,,,,,,,,,
6690,"Vielsalm","BOURGMESTRE",,"Anne","KLEIN","F",18,,,,,,,,,,,,,,,,,
4053,"Chaudfontaine","Générations",,"Christophe","KLEIN","M",19,,,,,,,,,,,,,,,,,
,"Eghezée","IC",,"Dominique","KLEIN","M",8,,,,,,,,,,,,,,,,,
5000,"Namur","CDH",,"Dorothée","KLEIN","F",14,"cdH","6","oui","oui","oui","oui","oui",,,,,,,,,,"https://www.cumuleo.be/mandataire/14553-dorothee-klein.php"
1000,"Bruxelles","ECOLO-GROEN",2,"Marion","KLEIN",,27,,,,,,,,,,,,,,,,,
4820,"Dison","PS",,"Thierry","KLEIN","M",20,,,,,,,,,,,,,,,,,
6747,"Saint-Léger","Ecout@",,"Xavier","KLEIN","M",7,,,,,,,,,,,,,,,,,
,"Braine-l'Alleud","ECOLO",,"Stéphane","KLEMM","M",29,,,,,,,,,,,,,,,,,
7130,"Binche","PS",,"Mimie","KLENNER","F",12,,,,,,,,,,,,,,,,,
1400,"Nivelles","ECOLO",,"Coline","KLER","F",14,,,,,,,,,,,,,,,,,
4347,"Fexhe-le-Haut-Clocher","ENVOL@FEXHE",,"Emile","KLEYKENS","M",9,,,,,,,,,,,,,,,,,
7100,"La Louvière","ECOLO",,"Kwami","KLIGUE","M",5,,,,,,,,,,,,,,,,,
7850,"Enghien","Ensemble Engh.",,"Martine","KLINSPORT","F",22,,,,,,,,,,,,,,,,,
1050,"Ixelles","OBJECTIF XL",1,"Mariam","Kljyan",,42,,,,,,,,,,,,,,,,,
5570,"Beauraing","INT. CITOYENS",,"Dimitri","KLOPOCKI","M",14,,,,,,,,,,,,,,,,,
4460,"Grâce-Hollogne","PP",,"Josiane","KLOPP","F",2,,,,,,,,,,,,,,,,,
5660,"Couvin","ECOLO",,"Laurent","KLUGE","M",17,,,,,,,,,,,,,,,,,
4347,"Fexhe-le-Haut-Clocher","ENVOL@FEXHE",,"Maria","KNAEPEN","F",4,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","MR",,"Paulien","KNAEPEN","F",22,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","MR",,"Philippe","KNAEPEN","M",1,"MR","11","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","https://www.cumuleo.be/mandataire/4749-philippe-knaepen.php"
6940,"Durbuy","Comm1Passion",,"Simon","KNAPEK","M",8,,,,,,,,,,,,,,,,,
4690,"Bassenge","Bassenge Demain",,"Philippe","KNAPEN","M",2,"cdH","8","oui","oui","oui","oui","oui","oui","oui","oui",,,,,,,"https://www.cumuleo.be/mandataire/12226-philippe-knapen.php"
1081,"Koekelberg","ECOLO-GROEN",2,"Gaby","Knevels",,21,,,,,,,,,,,,,,,,,
4430,"Ans","NATION",,"Leticia","KNEVELS","F",1,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","ECOLO-GROEN",2,"Meron","Knikman",,46,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","ISLAM",14,"Mina","Knioui",,2,,,,,,,,,,,,,,,,,
6660,"Houffalize","G&S",,"Marc","KNODEN","M",5,"cdH","8","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/4744-marc-knoden.php"
6637,"Fauvillers","Alt-Citoyenne",,"Nadine","KNODEN","F",2,,,,,,,,,,,,,,,,,
6110,"Montigny-le-Tilleul","MR",,"Marie Hélène","KNOOPS","F",1,"MR","6","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/4742-marie-helene-knoops.php"
4600,"Visé","Ensemble!",,"Guy","KNOPS","M",17,,,,,,,,,,,,,,,,,
6700,"Arlon","MR",,"Sabine","KNOPS","F",17,,,,,,,,,,,,,,,,,
6210,"Les Bons Villers","PS",,"Véronique","KNOPS","F",8,,,,,,,,,,,,,,,,,
7350,"Hensies","E Bourgmestre",,"Jean","KOBEL","M",7,,,,,,,,,,,,,,,,,
6120,"Ham-sur-Heure-Nalinnes","Cap Communal",,"Anna","KOBYLINSKI","F",12,,,,,,,,,,,,,,,,,
7100,"La Louvière","MR-IC",,"Selahattin","KOC","M",13,,,,,,,,,,,,,,,,,
4000,"Liège","DéFI",,"Joséphine","KOCH","F",48,,,,,,,,,,,,,,,,,
4000,"Liège","VERT ARDENT",,"Mathilde","KOCH","F",21,,,,,,,,,,,,,,,,,
4120,"Neupré","ECOLO",,"Michel","KOCH","M",7,,,,,,,,,,,,,,,,,
7850,"Enghien","PS",,"Arianne","KOCIK","F",16,,,,,,,,,,,,,,,,,
4970,"Stavelot","L Bourgmestre",,"Raymond","KOCKELMANN","M",19,,,,,,,,,,,,,,,,,
4860,"Pepinster","PS / Vivre Pep.",,"Jean-Claude","KOCKS","M",16,,,,,,,,,,,,,,,,,
4000,"Liège","PS",,"Ömer","KOÇYIGIT","M",31,,,,,,,,,,,,,,,,,
5000,"Namur","PS",,"Ariane","KOELMAN","F",23,,,,,,,,,,,,,,,,,
5500,"Dinant","Din.Autrement",,"Gwendoline","KOENER","F",12,,,,,,,,,,,,,,,,,
7911,"Frasnes-lez-Anvaing","ECOLO",,"Catherine","KOENIG","F",15,,,,,,,,,,,,,,,,,
6000,"Charleroi","PP",,"Marie-Christine","KOENN","F",32,,,,,,,,,,,,,,,,,
4620,"Fléron","PS",,"Evelyne","KOERFER","F",4,,,,,,,,,,,,,,,,,
6660,"Houffalize","L'ESSENTIEL",,"Josiane","KOEUNE-DEFOY","F",4,,,,,,,,,,,,,,,,,
4800,"Verviers","PTB",,"Jérôme","KOHLGRUBER","M",23,,,,,,,,,,,,,,,,,
4100,"Seraing","ECOLO",,"Dorothée","KOHNEN","F",2,,,,,,,,,,,,,,,,,
1180,"Uccle","ECOLO - GROEN",2,"Aleksandra","Kokaj",,18,,,,,,,,,,,,,,,,,
4317,"Faimes","ADF",,"Marie-Luce","KOKELBERG-MARTIN","F",8,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","LISTE BOURGMESTRE",4,"Sadik","Köksal",,5,"MR","7","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,,,"https://www.cumuleo.be/mandataire/4704-sadik-koksal.php"
1190,"Forest","LISTE DU BOURGMESTRE",5,"Florin","KOLA",,21,,,,,,,,,,,,,,,,,
1150,"Woluwe-Saint-Pierre","DéFI pour Woluwe 1150",4,"Carine","Kolchory",,2,,,,,,,,,,,,,,,,,
6230,"Pont-à-Celles","PS",,"Ingrid","KOLONICS","F",20,,,,,,,,,,,,,,,,,
6220,"Fleurus","AGIR",,"Gérémy","KOLP","M",13,,,,,,,,,,,,,,,,,
4400,"Flémalle","I.C.",,"Margot","KOLVENBACH","F",18,,,,,,,,,,,,,,,,,
4000,"Liège","MR pour Liège",,"Lioubov","KOMAROVA","F",35,,,,,,,,,,,,,,,,,
1040,"Etterbeek","LB-LISTE BOURGMESTRE",6,"Beata","Kombor",,24,,,,,,,,,,,,,,,,,
1083,"Ganshoren","PROGANSHOREN",1,"Pierre","Kompany",,1,,,,,,,,,,,,,,,,,
1050,"Ixelles","DéFI",4,"Anna","Kondracka",,41,,,,,,,,,,,,,,,,,
4850,"Plombières","URP",,"Dany","KÖNIGSTEIN","F",6,,,,,,,,,,,,,,,,,
4845,"Jalhay","MR-IC-EJS",,"Suzanne","KONINCKX-HAENEN","F",6,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","LISTE BOURGMESTRE (LB)",12,"Irina","Konovalova",,35,,,,,,,,,,,,,,,,,
7100,"La Louvière","PLUS & CDH",,"Pauline","KOOLEN","F",12,,,,,,,,,,,,,,,,,
6000,"Charleroi","PP",,"Paulette","KOOLS","F",34,,,,,,,,,,,,,,,,,
4837,"Baelen","Trait d'Union",,"Pauline","KOOP","F",14,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","ECOLO",,"Marcel","KOOS","M",13,,,,,,,,,,,,,,,,,
6000,"Charleroi","DéFI",,"Marie-Josée","KOPERE YAMAGANDA","F",48,,,,,,,,,,,,,,,,,
6120,"Ham-sur-Heure-Nalinnes","DéFI",,"Boguslawa","KOPIJ","F",2,,,,,,,,,,,,,,,,,
1190,"Forest","PTB*PVDA",9,"Stéphanie","KOPLOWICZ",,1,,,,,,,,,,,,,,,,,
5380,"Fernelmont","ECOLO",,"Christel","KORNBLUM","F",6,,,,,,,,,,,,,,,,,
,"Berchem","DéFI",4,"Marie-Thérèse","Kory Kiheta",,5,,,,,,,,,,,,,,,,,
7500,"Tournai","NATION",,"Eliéna","KOSCHKINA","F",4,,,,,,,,,,,,,,,,,
1030,"Schaerbeek","LISTE BOURGMESTRE",4,"Emel","Köse",,30,,,,,,,,,,,,,,,,,
,"Court-Saint-Etienne","OXYGENE",,"Anastasia","KOSMIDOU","F",15,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","LISTE BOURGMESTRE (LB)",12,"Celal","Kosova",,18,,,,,,,,,,,,,,,,,
4830,"Limbourg","LDM",,"André","KÖTTGEN","M",9,,,,,,,,,,,,,,,,,
1480,"Tubize","éB",,"Yoboua-Noel","KOUADIO","M",23,,,,,,,,,,,,,,,,,
6180,"Courcelles","CDH",,"Sylvie","KOUASSI","F",14,,,,,,,,,,,,,,,,,
1050,"Ixelles","OBJECTIF XL",1,"Josette","Kouloufi",,38,,,,,,,,,,,,,,,,,
1081,"Koekelberg","Humaniste",1,"Nour","Koumi",,27,,,,,,,,,,,,,,,,,
1040,"Etterbeek","PS-sp.a+",5,"Mourad","Kourdoussi",,9,,,,,,,,,,,,,,,,,
4800,"Verviers","ECOLO",,"Mohamed","KOURIR","M",27,,,,,,,,,,,,,,,,,
6000,"Charleroi","PTB",,"Khadija","KOUTAINE","F",5,,,,,,,,,,,,,,,,,
1170,"Watermael-Boitsfort","ECOLO-GROEN",2,"Sari","Kouvo",,20,,,,,,,,,,,,,,,,,
1080,"Molenbeek-Saint-Jean","CDH-CD&V+",1,"Sabira","Kovacevic",,18,,,,,,,,,,,,,,,,,
4430,"Ans","CDH-RCA",,"Cédric","KOVACS","M",25,,,,,,,,,,,,,,,,,
1480,"Tubize","ECOLO",,"Katalin","KOVACS","F",23,,,,,,,,,,,,,,,,,
6000,"Charleroi","ECOLO",,"Jean-Pierre","KOWAL","M",33,,,,,,,,,,,,,,,,,
6000,"Charleroi","ECOLO",,"Laura","KOWAL","F",16,,,,,,,,,,,,,,,,,
1040,"Etterbeek","PS-sp.a+",5,"Magdalena","Kowalska",,12,,,,,,,,,,,,,,,,,
7140,"Morlanwelz","MR",,"Michel","KOWARIK","M",1,,,,,,,,,,,,,,,,,
